Timestamp,Best Ask,Best Bid,Mid Price
228500,71105,71092,71098.5
228600,71107,71096,71101.5
228700,71089,71084,71086.5
228800,71099,71086,71092.5
228900,71083,71072,71077.5
229000,71086,71073,71079.5
229100,71095,71082,71088.5
229200,71100,71089,71094.5
229300,71081,71076,71078.5
229400,71094,71083,71088.5
229500,71101,71088,71094.5
229600,71097,71084,71090.5
229700,71089,71078,71083.5
229800,71096,71083,71089.5
229900,71096,71085,71090.5
230000,71089,71078,71083.5
230100,71084,71073,71078.5
230200,71081,71070,71075.5
230300,71078,71073,71075.5
230400,71081,71070,71075.5
230500,71077,71066,71071.5
230600,71073,71062,71067.5
230700,71082,71071,71076.5
230800,71079,71066,71072.5
230900,71073,71062,71067.5
231000,71066,71053,71059.5
231100,71071,71060,71065.5
231200,71047,71036,71041.5
231300,71052,71039,71045.5
231400,71026,71015,71020.5
231500,71041,71030,71035.5
231600,71031,71018,71024.5
231700,71037,71026,71031.5
231800,71011,70998,71004.5
231900,71015,71004,71009.5
232000,71006,70995,71000.5
232100,71006,70995,71000.5
232200,71002,70991,70996.5
232300,70995,70982,70988.5
232400,70994,70983,70988.5
232500,70986,70975,70980.5
232600,70975,70964,70969.5
232700,70978,70967,70972.5
232800,70978,70965,70971.5
232900,70968,70961,70964.5
233000,70973,70966,70969.5
233100,70976,70965,70970.5
233200,70972,70961,70966.5
233300,70973,70961,70967.0
233400,70973,70962,70967.5
233500,70968,70955,70961.5
233600,70970,70957,70963.5
233700,70977,70966,70971.5
233800,70981,70975,70978.0
233900,70983,70970,70976.5
234000,70994,70983,70988.5
234100,70997,70986,70991.5
234200,71009,70998,71003.5
234300,71014,71001,71007.5
234400,71007,70997,71002.0
234500,71001,70990,70995.5
234600,70993,70987,70990.0
234700,70996,70985,70990.5
234800,71007,70996,71001.5
234900,70999,70988,70993.5
235000,71000,70986,70993.0
235100,70998,70987,70992.5
235200,71001,70988,70994.5
235300,70994,70981,70987.5
235400,70992,70979,70985.5
235500,70990,70979,70984.5
235600,71002,70991,70996.5
235700,71016,71005,71010.5
235800,71017,71006,71011.5
235900,71017,71006,71011.5
236000,71016,71005,71010.5
236100,71008,70997,71002.5
236200,71017,71006,71011.5
236300,71027,71014,71020.5
236400,71015,71004,71009.5
236500,71009,70996,71002.5
236600,71019,71006,71012.5
236700,71019,71006,71012.5
236800,71009,70999,71004.0
236900,71006,70995,71000.5
237000,71009,70998,71003.5
237100,71008,71002,71005.0
237200,71011,70998,71004.5
237300,71004,70993,70998.5
237400,71004,70991,70997.5
237500,71004,70991,70997.5
237600,70992,70985,70988.5
237700,70988,70977,70982.5
237800,70998,70988,70993.0
237900,71009,70998,71003.5
238000,71005,70994,70999.5
238100,70995,70984,70989.5
238200,70992,70981,70986.5
238300,70996,70985,70990.5
238400,71000,70993,70996.5
238500,71001,70990,70995.5
238600,71006,70995,71000.5
238700,71009,70998,71003.5
238800,71008,70997,71002.5
238900,71017,71004,71010.5
239000,71034,71023,71028.5
239100,71035,71024,71029.5
239200,71036,71025,71030.5
239300,71035,71024,71029.5
239400,71032,71021,71026.5
239500,71024,71018,71021.0
239600,71035,71034,71034.5
239700,71031,71020,71025.5
239800,71038,71027,71032.5
239900,71028,71015,71021.5
240000,71031,71020,71025.5
240100,71024,71014,71019.0
240200,71029,71019,71024.0
240300,71019,71006,71012.5
240400,71020,71009,71014.5
240500,71015,71009,71012.0
240600,71017,71006,71011.5
240700,71006,70993,70999.5
240800,71010,70999,71004.5
240900,71016,71014,71015.0
241000,71010,70999,71004.5
241100,71001,70990,70995.5
241200,70995,70984,70989.5
241300,71001,70990,70995.5
241400,71012,71001,71006.5
241500,70998,70985,70991.5
241600,70986,70975,70980.5
241700,70988,70977,70982.5
241800,70991,70980,70985.5
241900,70998,70987,70992.5
242000,70993,70980,70986.5
242100,71009,70998,71003.5
242200,71001,70990,70995.5
242300,70995,70985,70990.0
242400,70991,70980,70985.5
242500,71005,70992,70998.5
242600,70996,70985,70990.5
242700,70989,70978,70983.5
242800,70986,70980,70983.0
242900,70980,70967,70973.5
243000,70972,70959,70965.5
243100,70982,70971,70976.5
243200,70982,70969,70975.5
243300,70973,70962,70967.5
243400,70961,70950,70955.5
243500,70965,70954,70959.5
243600,70973,70962,70967.5
243700,70988,70975,70981.5
243800,70993,70982,70987.5
243900,70989,70988,70988.5
244000,70993,70987,70990.0
244100,70994,70983,70988.5
244200,70985,70979,70982.0
244300,70976,70965,70970.5
244400,70971,70960,70965.5
244500,70963,70952,70957.5
244600,70959,70946,70952.5
244700,70965,70959,70962.0
244800,70948,70942,70945.0
244900,70941,70930,70935.5
245000,70934,70923,70928.5
245100,70929,70924,70926.5
245200,70935,70929,70932.0
245300,70939,70929,70934.0
245400,70940,70927,70933.5
245500,70942,70931,70936.5
245600,70942,70929,70935.5
245700,70948,70935,70941.5
245800,70950,70939,70944.5
245900,70942,70931,70936.5
246000,70953,70942,70947.5
246100,70975,70962,70968.5
246200,70982,70971,70976.5
246300,70988,70977,70982.5
246400,70996,70985,70990.5
246500,70991,70980,70985.5
246600,70991,70978,70984.5
246700,70993,70979,70986.0
246800,70998,70987,70992.5
246900,70992,70981,70986.5
247000,70995,70984,70989.5
247100,71005,70992,70998.5
247200,70997,70992,70994.5
247300,71013,71002,71007.5
247400,71007,70996,71001.5
247500,70979,70966,70972.5
247600,70981,70974,70977.5
247700,70968,70963,70965.5
247800,70968,70963,70965.5
247900,70979,70978,70978.5
248000,70991,70981,70986.0
248100,70996,70985,70990.5
248200,70995,70989,70992.0
248300,70995,70982,70988.5
248400,70998,70985,70991.5
248500,70995,70982,70988.5
248600,70990,70977,70983.5
248700,70987,70974,70980.5
248800,70981,70970,70975.5
248900,70985,70974,70979.5
249000,70986,70976,70981.0
249100,70993,70982,70987.5
249200,70974,70963,70968.5
249300,70981,70968,70974.5
249400,70975,70962,70968.5
249500,70974,70963,70968.5
249600,70988,70977,70982.5
249700,70968,70957,70962.5
249800,70968,70957,70962.5
249900,70963,70950,70956.5
250000,70962,70949,70955.5
250100,70958,70947,70952.5
250200,70957,70944,70950.5
250300,70972,70961,70966.5
250400,70978,70965,70971.5
250500,70979,70968,70973.5
250600,70969,70958,70963.5
250700,70964,70953,70958.5
250800,70976,70965,70970.5
250900,70976,70963,70969.5
251000,70972,70959,70965.5
251100,70975,70964,70969.5
251200,70961,70950,70955.5
251300,70967,70954,70960.5
251400,70958,70947,70952.5
251500,70959,70945,70952.0
251600,70957,70946,70951.5
251700,70953,70942,70947.5
251800,70952,70939,70945.5
251900,70947,70941,70944.0
252000,70955,70948,70951.5
252100,70947,70937,70942.0
252200,70948,70937,70942.5
252300,70961,70948,70954.5
252400,70972,70961,70966.5
252500,70979,70968,70973.5
252600,70996,70985,70990.5
252700,70993,70983,70988.0
252800,70996,70985,70990.5
252900,70995,70982,70988.5
253000,71012,71001,71006.5
253100,71008,70997,71002.5
253200,71011,71000,71005.5
253300,70998,70987,70992.5
253400,70990,70977,70983.5
253500,70985,70974,70979.5
253600,70980,70969,70974.5
253700,70979,70968,70973.5
253800,70991,70978,70984.5
253900,70988,70983,70985.5
254000,71003,70993,70998.0
254100,71005,70995,71000.0
254200,71007,70996,71001.5
254300,71016,71003,71009.5
254400,71025,71014,71019.5
254500,71026,71013,71019.5
254600,71019,71006,71012.5
254700,71027,71014,71020.5
254800,71030,71019,71024.5
254900,71041,71030,71035.5
255000,71045,71034,71039.5
255100,71049,71036,71042.5
255200,71055,71042,71048.5
255300,71053,71042,71047.5
255400,71051,71045,71048.0
255500,71061,71054,71057.5
255600,71064,71053,71058.5
255700,71072,71059,71065.5
255800,71064,71053,71058.5
255900,71066,71060,71063.0
256000,71066,71055,71060.5
256100,71072,71061,71066.5
256200,71078,71072,71075.0
256300,71072,71067,71069.5
256400,71072,71061,71066.5
256500,71075,71064,71069.5
256600,71059,71058,71058.5
256700,71060,71047,71053.5
256800,71063,71052,71057.5
256900,71066,71055,71060.5
257000,71075,71064,71069.5
257100,71057,71044,71050.5
257200,71067,71054,71060.5
257300,71067,71061,71064.0
257400,71043,71032,71037.5
257500,71047,71036,71041.5
257600,71040,71029,71034.5
257700,71043,71032,71037.5
257800,71037,71030,71033.5
257900,71026,71013,71019.5
258000,71016,71011,71013.5
258100,71024,71019,71021.5
258200,71038,71027,71032.5
258300,71050,71039,71044.5
258400,71046,71035,71040.5
258500,71031,71026,71028.5
258600,71047,71036,71041.5
258700,71054,71040,71047.0
258800,71061,71054,71057.5
258900,71055,71044,71049.5
259000,71062,71051,71056.5
259100,71065,71051,71058.0
259200,71061,71050,71055.5
259300,71061,71051,71056.0
259400,71071,71060,71065.5
259500,71061,71048,71054.5
259600,71064,71053,71058.5
259700,71062,71052,71057.0
259800,71063,71052,71057.5
259900,71052,71041,71046.5
260000,71051,71040,71045.5
260100,71054,71043,71048.5
260200,71064,71051,71057.5
260300,71064,71053,71058.5
260400,71060,71047,71053.5
260500,71063,71057,71060.0
260600,71054,71041,71047.5
260700,71051,71038,71044.5
260800,71037,71026,71031.5
260900,71032,71019,71025.5
261000,71026,71025,71025.5
261100,71040,71029,71034.5
261200,71039,71028,71033.5
261300,71046,71033,71039.5
261400,71024,71019,71021.5
261500,71036,71025,71030.5
261600,71023,71012,71017.5
261700,71022,71011,71016.5
261800,71028,71015,71021.5
261900,71024,71013,71018.5
262000,71020,71009,71014.5
262100,71017,71004,71010.5
262200,71012,71001,71006.5
262300,71006,70995,71000.5
262400,70999,70988,70993.5
262500,71005,70994,70999.5
262600,71009,70998,71003.5
262700,71010,70999,71004.5
262800,71012,71001,71006.5
262900,71006,70995,71000.5
263000,71003,70992,70997.5
263100,70995,70984,70989.5
263200,71000,70989,70994.5
263300,71014,71003,71008.5
263400,71017,71004,71010.5
263500,71019,71008,71013.5
263600,71016,71005,71010.5
263700,71000,70989,70994.5
263800,71001,70990,70995.5
263900,71002,70996,70999.0
264000,71016,71003,71009.5
264100,71019,71013,71016.0
264200,71022,71011,71016.5
264300,71028,71018,71023.0
264400,71018,71005,71011.5
264500,71028,71017,71022.5
264600,71021,71008,71014.5
264700,71023,71012,71017.5
264800,71032,71021,71026.5
264900,71038,71027,71032.5
265000,71040,71029,71034.5
265100,71052,71042,71047.0
265200,71059,71046,71052.5
265300,71051,71041,71046.0
265400,71053,71047,71050.0
265500,71052,71039,71045.5
265600,71047,71036,71041.5
265700,71039,71026,71032.5
265800,71052,71046,71049.0
265900,71043,71030,71036.5
266000,71054,71043,71048.5
266100,71055,71043,71049.0
266200,71058,71047,71052.5
266300,71070,71059,71064.5
266400,71069,71056,71062.5
266500,71060,71054,71057.0
266600,71061,71051,71056.0
266700,71071,71058,71064.5
266800,71061,71050,71055.5
266900,71056,71043,71049.5
267000,71064,71053,71058.5
267100,71067,71056,71061.5
267200,71064,71051,71057.5
267300,71066,71055,71060.5
267400,71065,71052,71058.5
267500,71065,71054,71059.5
267600,71069,71058,71063.5
267700,71076,71063,71069.5
267800,71092,71079,71085.5
267900,71092,71081,71086.5
268000,71089,71078,71083.5
268100,71085,71074,71079.5
268200,71088,71075,71081.5
268300,71090,71077,71083.5
268400,71094,71083,71088.5
268500,71093,71082,71087.5
268600,71087,71076,71081.5
268700,71085,71072,71078.5
268800,71089,71078,71083.5
268900,71088,71082,71085.0
269000,71081,71068,71074.5
269100,71087,71074,71080.5
269200,71099,71088,71093.5
269300,71097,71086,71091.5
269400,71085,71074,71079.5
269500,71083,71073,71078.0
269600,71088,71077,71082.5
269700,71088,71075,71081.5
269800,71079,71068,71073.5
269900,71078,71065,71071.5
270000,71074,71063,71068.5
270100,71069,71058,71063.5
270200,71067,71056,71061.5
270300,71069,71056,71062.5
270400,71072,71065,71068.5
270500,71063,71052,71057.5
270600,71075,71062,71068.5
270700,71072,71059,71065.5
270800,71066,71055,71060.5
270900,71076,71065,71070.5
271000,71077,71067,71072.0
271100,71079,71068,71073.5
271200,71070,71057,71063.5
271300,71079,71066,71072.5
271400,71072,71061,71066.5
271500,71073,71060,71066.5
271600,71059,71046,71052.5
271700,71069,71058,71063.5
271800,71056,71045,71050.5
271900,71038,71032,71035.0
272000,71037,71032,71034.5
272100,71031,71019,71025.0
272200,71019,71008,71013.5
272300,71020,71007,71013.5
272400,71025,71014,71019.5
272500,71019,71008,71013.5
272600,71024,71011,71017.5
272700,71028,71021,71024.5
272800,71003,70992,70997.5
272900,71024,71013,71018.5
273000,71015,71004,71009.5
273100,71015,71002,71008.5
273200,71010,70997,71003.5
273300,71005,70992,70998.5
273400,71004,70993,70998.5
273500,70996,70983,70989.5
273600,70990,70979,70984.5
273700,70987,70976,70981.5
273800,70984,70973,70978.5
273900,70999,70986,70992.5
274000,70987,70976,70981.5
274100,70986,70975,70980.5
274200,70987,70977,70982.0
274300,70979,70968,70973.5
274400,70972,70961,70966.5
274500,70965,70952,70958.5
274600,70966,70955,70960.5
274700,70950,70939,70944.5
274800,70948,70937,70942.5
274900,70954,70948,70951.0
275000,70955,70945,70950.0
275100,70953,70948,70950.5
275200,70945,70939,70942.0
275300,70949,70938,70943.5
275400,70954,70941,70947.5
275500,70936,70931,70933.5
275600,70932,70921,70926.5
275700,70930,70917,70923.5
275800,70935,70924,70929.5
275900,70932,70921,70926.5
276000,70934,70923,70928.5
276100,70927,70916,70921.5
276200,70912,70901,70906.5
276300,70912,70907,70909.5
276400,70916,70905,70910.5
276500,70921,70910,70915.5
276600,70916,70905,70910.5
276700,70916,70903,70909.5
276800,70912,70899,70905.5
276900,70907,70896,70901.5
277000,70908,70897,70902.5
277100,70921,70910,70915.5
277200,70917,70906,70911.5
277300,70916,70903,70909.5
277400,70912,70906,70909.0
277500,70918,70908,70913.0
277600,70914,70908,70911.0
277700,70925,70919,70922.0
277800,70932,70922,70927.0
277900,70949,70936,70942.5
278000,70942,70937,70939.5
278100,70935,70929,70932.0
278200,70936,70925,70930.5
278300,70928,70917,70922.5
278400,70925,70912,70918.5
278500,70930,70917,70923.5
278600,70935,70922,70928.5
278700,70940,70929,70934.5
278800,70923,70910,70916.5
278900,70925,70914,70919.5
279000,70923,70912,70917.5
279100,70913,70907,70910.0
279200,70921,70908,70914.5
279300,70914,70903,70908.5
279400,70917,70904,70910.5
279500,70920,70909,70914.5
279600,70913,70908,70910.5
279700,70930,70929,70929.5
279800,70909,70899,70904.0
279900,70904,70893,70898.5
280000,70901,70890,70895.5
280100,70890,70879,70884.5
280200,70892,70879,70885.5
280300,70890,70879,70884.5
280400,70894,70881,70887.5
280500,70893,70882,70887.5
280600,70883,70870,70876.5
280700,70874,70863,70868.5
280800,70871,70858,70864.5
280900,70865,70852,70858.5
281000,70856,70845,70850.5
281100,70847,70836,70841.5
281200,70837,70826,70831.5
281300,70847,70836,70841.5
281400,70839,70828,70833.5
281500,70841,70835,70838.0
281600,70856,70843,70849.5
281700,70861,70850,70855.5
281800,70866,70855,70860.5
281900,70856,70845,70850.5
282000,70853,70840,70846.5
282100,70851,70845,70848.0
282200,70873,70860,70866.5
282300,70877,70866,70871.5
282400,70872,70861,70866.5
282500,70870,70859,70864.5
282600,70869,70858,70863.5
282700,70872,70861,70866.5
282800,70871,70860,70865.5
282900,70864,70853,70858.5
283000,70863,70850,70856.5
283100,70858,70847,70852.5
283200,70855,70848,70851.5
283300,70860,70853,70856.5
283400,70847,70836,70841.5
283500,70842,70831,70836.5
283600,70837,70826,70831.5
283700,70842,70831,70836.5
283800,70835,70824,70829.5
283900,70843,70832,70837.5
284000,70844,70833,70838.5
284100,70845,70834,70839.5
284200,70840,70827,70833.5
284300,70839,70826,70832.5
284400,70829,70818,70823.5
284500,70850,70839,70844.5
284600,70845,70832,70838.5
284700,70860,70854,70857.0
284800,70870,70857,70863.5
284900,70864,70853,70858.5
285000,70862,70856,70859.0
285100,70867,70857,70862.0
285200,70865,70854,70859.5
285300,70869,70858,70863.5
285400,70872,70859,70865.5
285500,70869,70858,70863.5
285600,70873,70862,70867.5
285700,70879,70868,70873.5
285800,70882,70869,70875.5
285900,70874,70863,70868.5
286000,70868,70857,70862.5
286100,70872,70861,70866.5
286200,70881,70870,70875.5
286300,70893,70882,70887.5
286400,70891,70881,70886.0
286500,70875,70862,70868.5
286600,70871,70860,70865.5
286700,70867,70854,70860.5
286800,70875,70870,70872.5
286900,70892,70881,70886.5
287000,70901,70890,70895.5
287100,70893,70880,70886.5
287200,70888,70877,70882.5
287300,70894,70881,70887.5
287400,70888,70877,70882.5
287500,70886,70873,70879.5
287600,70889,70878,70883.5
287700,70893,70882,70887.5
287800,70899,70888,70893.5
287900,70907,70896,70901.5
288000,70892,70879,70885.5
288100,70892,70881,70886.5
288200,70896,70885,70890.5
288300,70904,70893,70898.5
288400,70910,70900,70905.0
288500,70907,70896,70901.5
288600,70916,70903,70909.5
288700,70909,70898,70903.5
288800,70912,70901,70906.5
288900,70931,70921,70926.0
289000,70924,70911,70917.5
289100,70908,70895,70901.5
289200,70906,70895,70900.5
289300,70896,70885,70890.5
289400,70890,70879,70884.5
289500,70893,70882,70887.5
289600,70890,70877,70883.5
289700,70897,70886,70891.5
289800,70874,70863,70868.5
289900,70871,70857,70864.0
290000,70872,70871,70871.5
290100,70876,70863,70869.5
290200,70866,70855,70860.5
290300,70863,70850,70856.5
290400,70856,70845,70850.5
290500,70859,70848,70853.5
290600,70858,70845,70851.5
290700,70877,70866,70871.5
290800,70886,70876,70881.0
290900,70879,70873,70876.0
291000,70877,70864,70870.5
291100,70868,70857,70862.5
291200,70854,70843,70848.5
291300,70859,70848,70853.5
291400,70862,70851,70856.5
291500,70862,70849,70855.5
291600,70856,70845,70850.5
291700,70845,70840,70842.5
291800,70843,70832,70837.5
291900,70852,70841,70846.5
292000,70862,70851,70856.5
292100,70872,70859,70865.5
292200,70872,70861,70866.5
292300,70877,70866,70871.5
292400,70874,70861,70867.5
292500,70870,70869,70869.5
292600,70867,70856,70861.5
292700,70867,70857,70862.0
292800,70866,70859,70862.5
292900,70871,70860,70865.5
293000,70882,70869,70875.5
293100,70886,70875,70880.5
293200,70886,70873,70879.5
293300,70884,70873,70878.5
293400,70878,70867,70872.5
293500,70886,70875,70880.5
293600,70876,70866,70871.0
293700,70875,70865,70870.0
293800,70884,70873,70878.5
293900,70883,70873,70878.0
294000,70889,70876,70882.5
294100,70909,70898,70903.5
294200,70902,70889,70895.5
294300,70909,70898,70903.5
294400,70916,70903,70909.5
294500,70913,70902,70907.5
294600,70906,70895,70900.5
294700,70896,70883,70889.5
294800,70895,70882,70888.5
294900,70897,70886,70891.5
295000,70874,70869,70871.5
295100,70880,70867,70873.5
295200,70880,70869,70874.5
295300,70886,70875,70880.5
295400,70891,70878,70884.5
295500,70900,70887,70893.5
295600,70887,70873,70880.0
295700,70879,70868,70873.5
295800,70872,70861,70866.5
295900,70878,70867,70872.5
296000,70884,70873,70878.5
296100,70887,70874,70880.5
296200,70887,70882,70884.5
296300,70908,70897,70902.5
296400,70901,70888,70894.5
296500,70890,70885,70887.5
296600,70893,70880,70886.5
296700,70900,70889,70894.5
296800,70907,70896,70901.5
296900,70884,70871,70877.5
297000,70889,70876,70882.5
297100,70884,70873,70878.5
297200,70892,70881,70886.5
297300,70902,70889,70895.5
297400,70897,70886,70891.5
297500,70900,70887,70893.5
297600,70891,70884,70887.5
297700,70893,70883,70888.0
297800,70882,70871,70876.5
297900,70888,70877,70882.5
298000,70890,70883,70886.5
298100,70881,70870,70875.5
298200,70889,70878,70883.5
298300,70890,70880,70885.0
298400,70895,70884,70889.5
298500,70895,70884,70889.5
298600,70903,70890,70896.5
298700,70909,70898,70903.5
298800,70915,70902,70908.5
298900,70922,70909,70915.5
299000,70916,70905,70910.5
299100,70926,70915,70920.5
299200,70924,70914,70919.0
299300,70921,70910,70915.5
299400,70915,70904,70909.5
299500,70914,70901,70907.5
299600,70907,70896,70901.5
299700,70906,70901,70903.5
299800,70914,70903,70908.5
299900,70914,70903,70908.5
300000,70911,70900,70905.5
300100,70916,70902,70909.0
300200,70922,70909,70915.5
300300,70919,70914,70916.5
300400,70928,70915,70921.5
300500,70922,70909,70915.5
300600,70915,70905,70910.0
300700,70914,70901,70907.5
300800,70899,70888,70893.5
300900,70909,70898,70903.5
301000,70899,70888,70893.5
301100,70892,70879,70885.5
301200,70894,70883,70888.5
301300,70896,70883,70889.5
301400,70900,70890,70895.0
301500,70906,70895,70900.5
301600,70902,70901,70901.5
301700,70905,70895,70900.0
301800,70906,70893,70899.5
301900,70887,70874,70880.5
302000,70880,70869,70874.5
302100,70893,70880,70886.5
302200,70886,70881,70883.5
302300,70895,70889,70892.0
302400,70900,70887,70893.5
302500,70893,70880,70886.5
302600,70905,70899,70902.0
302700,70908,70894,70901.0
302800,70918,70905,70911.5
302900,70937,70926,70931.5
303000,70935,70934,70934.5
303100,70944,70933,70938.5
303200,70931,70918,70924.5
303300,70926,70915,70920.5
303400,70916,70905,70910.5
303500,70925,70914,70919.5
303600,70913,70902,70907.5
303700,70913,70902,70907.5
303800,70911,70900,70905.5
303900,70912,70901,70906.5
304000,70906,70893,70899.5
304100,70913,70900,70906.5
304200,70903,70893,70898.0
304300,70891,70880,70885.5
304400,70885,70874,70879.5
304500,70897,70884,70890.5
304600,70887,70876,70881.5
304700,70888,70878,70883.0
304800,70895,70884,70889.5
304900,70885,70871,70878.0
305000,70884,70878,70881.0
305100,70908,70903,70905.5
305200,70906,70902,70904.0
305300,70922,70911,70916.5
305400,70916,70905,70910.5
305500,70923,70910,70916.5
305600,70917,70904,70910.5
305700,70911,70900,70905.5
305800,70912,70901,70906.5
305900,70918,70907,70912.5
306000,70922,70909,70915.5
306100,70916,70911,70913.5
306200,70917,70906,70911.5
306300,70910,70897,70903.5
306400,70913,70902,70907.5
306500,70917,70906,70911.5
306600,70925,70914,70919.5
306700,70916,70905,70910.5
306800,70904,70893,70898.5
306900,70917,70906,70911.5
307000,70932,70921,70926.5
307100,70948,70937,70942.5
307200,70944,70930,70937.0
307300,70944,70931,70937.5
307400,70942,70931,70936.5
307500,70939,70926,70932.5
307600,70948,70935,70941.5
307700,70939,70928,70933.5
307800,70937,70926,70931.5
307900,70924,70913,70918.5
308000,70933,70920,70926.5
308100,70928,70918,70923.0
308200,70930,70919,70924.5
308300,70945,70934,70939.5
308400,70945,70932,70938.5
308500,70938,70925,70931.5
308600,70943,70930,70936.5
308700,70948,70937,70942.5
308800,70951,70940,70945.5
308900,70953,70940,70946.5
309000,70952,70939,70945.5
309100,70934,70923,70928.5
309200,70935,70922,70928.5
309300,70942,70929,70935.5
309400,70947,70934,70940.5
309500,70942,70929,70935.5
309600,70958,70945,70951.5
309700,70960,70949,70954.5
309800,70957,70946,70951.5
309900,70939,70928,70933.5
310000,70940,70929,70934.5
310100,70944,70933,70938.5
310200,70947,70936,70941.5
310300,70953,70940,70946.5
310400,70958,70951,70954.5
310500,70975,70964,70969.5
310600,70977,70964,70970.5
310700,70979,70968,70973.5
310800,70996,70983,70989.5
310900,70997,70984,70990.5
311000,70990,70979,70984.5
311100,70988,70977,70982.5
311200,70979,70969,70974.0
311300,70983,70972,70977.5
311400,70985,70973,70979.0
311500,70990,70977,70983.5
311600,70996,70985,70990.5
311700,70986,70975,70980.5
311800,70982,70971,70976.5
311900,70983,70972,70977.5
312000,70989,70978,70983.5
312100,71010,70999,71004.5
312200,71010,70999,71004.5
312300,71011,71000,71005.5
312400,70999,70986,70992.5
312500,70999,70988,70993.5
312600,71000,70987,70993.5
312700,70982,70981,70981.5
312800,70995,70982,70988.5
312900,71009,70998,71003.5
313000,71016,71006,71011.0
313100,71009,70998,71003.5
313200,71018,71016,71017.0
313300,71021,71010,71015.5
313400,71039,71028,71033.5
313500,71030,71019,71024.5
313600,71031,71020,71025.5
313700,71029,71016,71022.5
313800,71044,71033,71038.5
313900,71038,71027,71032.5
314000,71042,71031,71036.5
314100,71033,71022,71027.5
314200,71027,71022,71024.5
314300,71035,71024,71029.5
314400,71041,71030,71035.5
314500,71050,71039,71044.5
314600,71060,71049,71054.5
314700,71063,71052,71057.5
314800,71054,71043,71048.5
314900,71054,71043,71048.5
315000,71056,71045,71050.5
315100,71054,71043,71048.5
315200,71060,71049,71054.5
315300,71067,71061,71064.0
315400,71073,71062,71067.5
315500,71076,71063,71069.5
315600,71077,71064,71070.5
315700,71075,71070,71072.5
315800,71083,71072,71077.5
315900,71091,71078,71084.5
316000,71093,71082,71087.5
316100,71091,71080,71085.5
316200,71106,71093,71099.5
316300,71115,71102,71108.5
316400,71118,71112,71115.0
316500,71114,71103,71108.5
316600,71118,71108,71113.0
316700,71126,71115,71120.5
316800,71117,71104,71110.5
316900,71107,71094,71100.5
317000,71118,71107,71112.5
317100,71124,71111,71117.5
317200,71125,71112,71118.5
317300,71118,71105,71111.5
317400,71116,71105,71110.5
317500,71123,71112,71117.5
317600,71130,71119,71124.5
317700,71139,71126,71132.5
317800,71153,71141,71147.0
317900,71155,71151,71153.0
318000,71149,71143,71146.0
318100,71155,71142,71148.5
318200,71153,71152,71152.5
318300,71142,71131,71136.5
318400,71151,71140,71145.5
318500,71149,71138,71143.5
318600,71165,71154,71159.5
318700,71158,71147,71152.5
318800,71144,71133,71138.5
318900,71155,71142,71148.5
319000,71150,71137,71143.5
319100,71160,71147,71153.5
319200,71155,71144,71149.5
319300,71162,71151,71156.5
319400,71159,71145,71152.0
319500,71168,71157,71162.5
319600,71164,71151,71157.5
319700,71172,71161,71166.5
319800,71177,71166,71171.5
319900,71165,71152,71158.5
320000,71171,71161,71166.0
320100,71168,71161,71164.5
320200,71168,71155,71161.5
320300,71177,71166,71171.5
320400,71183,71172,71177.5
320500,71201,71190,71195.5
320600,71209,71203,71206.0
320700,71208,71197,71202.5
320800,71219,71206,71212.5
320900,71221,71208,71214.5
321000,71227,71216,71221.5
321100,71232,71221,71226.5
321200,71232,71219,71225.5
321300,71240,71230,71235.0
321400,71246,71235,71240.5
321500,71253,71240,71246.5
321600,71248,71234,71241.0
321700,71252,71241,71246.5
321800,71259,71248,71253.5
321900,71262,71249,71255.5
322000,71272,71261,71266.5
322100,71279,71268,71273.5
322200,71287,71274,71280.5
322300,71282,71269,71275.5
322400,71276,71270,71273.0
322500,71282,71271,71276.5
322600,71280,71267,71273.5
322700,71283,71272,71277.5
322800,71295,71284,71289.5
322900,71299,71288,71293.5
323000,71297,71286,71291.5
323100,71292,71281,71286.5
323200,71295,71282,71288.5
323300,71291,71285,71288.0
323400,71299,71286,71292.5
323500,71302,71291,71296.5
323600,71293,71280,71286.5
323700,71304,71293,71298.5
323800,71307,71293,71300.0
323900,71302,71289,71295.5
324000,71307,71296,71301.5
324100,71295,71284,71289.5
324200,71302,71291,71296.5
324300,71297,71286,71291.5
324400,71307,71296,71301.5
324500,71313,71302,71307.5
324600,71313,71302,71307.5
324700,71316,71303,71309.5
324800,71319,71306,71312.5
324900,71312,71311,71311.5
325000,71308,71297,71302.5
325100,71317,71306,71311.5
325200,71315,71304,71309.5
325300,71308,71295,71301.5
325400,71315,71304,71309.5
325500,71310,71299,71304.5
325600,71311,71300,71305.5
325700,71309,71296,71302.5
325800,71295,71284,71289.5
325900,71290,71279,71284.5
326000,71281,71270,71275.5
326100,71274,71261,71267.5
326200,71270,71264,71267.0
326300,71277,71264,71270.5
326400,71280,71267,71273.5
326500,71289,71278,71283.5
326600,71284,71273,71278.5
326700,71279,71268,71273.5
326800,71281,71267,71274.0
326900,71277,71264,71270.5
327000,71280,71266,71273.0
327100,71287,71276,71281.5
327200,71295,71281,71288.0
327300,71284,71271,71277.5
327400,71289,71278,71283.5
327500,71279,71268,71273.5
327600,71275,71262,71268.5
327700,71268,71262,71265.0
327800,71264,71251,71257.5
327900,71261,71250,71255.5
328000,71260,71254,71257.0
328100,71240,71235,71237.5
328200,71251,71240,71245.5
